,0
6010,retinal arterial occlusion
6011,retinal artery occlusion
6012,retinal detachment
6013,retinal detachments
6014,retinal disease
6015,retinal diseases
6016,retinal disorder
6017,retinal disorders
6018,retinal injuries
6019,retinal pigment epithelial detachment
6020,retinal vascular complication
6021,retinal vascular complications
6022,retinal vascular occlusion
6023,retinal vein occlusion
6024,retinal vein occlusions
6025,retinoblastoma
6026,retinopathy
6027,retinopathy and peripheral neuropathy
6028,retinopathy in the deterioration of renal function
6029,retinopathy of prematurity
6030,retinotoxicity
6031,retrograde amnesia
6032,rhabdomyolysis
6033,rhegmatogenous retinal detachment
6034,rheumatic
6035,rheumatic disease
6036,rheumatic diseases
6037,rheumatic heart disease
6038,rheumatoid arthritis
6039,rheumatoid arthritis - congestive heart failure
6040,rheumatoid arthritis and depression
6041,"rheumatoid arthritis, ovarian cancer"
6042,rheumatologic and dermatologic disorders
6043,rheumatological disorders
6044,rhinitis
6045,rhinosinusitis
6046,rhinosinusitis and allergic rhinitis
6047,rhinosinusitis and the adenocarcinoma subtype of lung cancer
6048,rhinosinusitis cohort
6049,rhinovirus
6050,ribavarin
6051,ribavirin
6052,rice
6053,rifampin
6054,right heart failure
6055,rigorous migraine
6056,rilpivirine
6057,risky sexual behaviors
6058,risperidone
6059,ritonavir
6060,rituximab
6061,rivaroxaban
6062,rivaroxaban-warfarin
6063,rivastigmine
6064,rosacea
6065,rosiglitazone
6066,rosuvastatin
6067,rotation block
6068,rotational behaviors
6069,rotavirus vaccination
6070,rs10771399
6071,rs11049453
6072,rs1121948
6073,rs113824616
6074,rs1156287
6075,rs11780156
6076,rs13281615
6077,rs142293996
6078,rs1469713
6079,rs17041869
6080,rs17321515
6081,rs1871152
6082,rs200182588
6083,rs2033101
6084,rs2523608
6085,rs2787486
6086,rs297325
6087,rs35961416
6088,rs4713518
6089,rs5013329
6090,rs6504950
6091,rs671
6092,rs7179008
6093,rs7297051
6094,rs7815245
6095,rs7937840
6096,rs8037137
6097,rs805510
6098,rs9375701
6099,rubella
6100,rupture
6101,rural area trauma
6102,rural coronary artery
6103,rural diabetic
6104,rural dwelling
6105,rural townships
6106,rural versus urban
6107,rural-dwelling
6108,salivary calculi
6109,salivary gland stones
6110,salmeterol
6111,salmonellosis
6112,salt
6113,salvia miltiorrhiza Bunge
6114,sarcoidosis
6115,sarcoma
6116,sarcopenia
6117,saxagliptin
6118,scabies
6119,scabies and bipolar disorder
6120,scabies infection
6121,schizophrenia
6122,schizophrenia and bipolar disorder
6123,schizophrenia and dementia
6124,schizophrenia and nonschizophrenia
6125,schizophrenia and substance abuse
6126,schizophrenia and viral hepatitis
6127,schizophrenia cohort
6128,schizophrenia cohort to comparison cohort HR of pleural empyema
6129,schizophrenia especially
6130,schizophrenia or bipolar disorder
6131,schizophrenia or schizoaffective disorder
6132,schizophrenia process
6133,schizophrenia spectrum disorders
6134,schizophrenia to affective psychosis
6135,"schizophrenia, bipolar disorder"
6136,schizophrenia; non-schizophrenia cohort
6137,schizophrenic
6138,schizophrenic cancer
6139,schizophrenic cohort
6140,schizophrenic disorder
6141,schizophrenic disorders
6142,scleroderma
6143,sclerosis
6144,sclerosis demyelinating syndromes
6145,scoliosis
6146,scoliosis cohort
6147,scrub typhus and depression
6148,scrub typhus infection
6149,secondary parkinsonism
6150,secondary prostate cancer
6151,secondary vascular disease
6152,secukinumab
6153,seizure
6154,seizure disorder
6155,seizure disorders
6156,seizures
6157,selegiline
6158,self-inflicted injury
6159,self-injury
6160,senile cataract
6161,senile dementia
6162,sensorineural hearing impairment
6163,sensorineural hearing loss
6164,sensory hearing loss
6165,sensory impairment
6166,seoulense
6167,sepsis
6168,sepsis MI
6169,sepsis MI or stroke
6170,sepsis cardiovascular complications
6171,sepsis myocardial infarction
6172,sepsis/infection
6173,septal hypertrophy
6174,septic ARF
6175,septic arthritis
6176,septic deaths
6177,septic encephalopathy
6178,septic shock
6179,septic shock condition
6180,septicaemia
6181,septicemia
6182,septicemia and meningitis
6183,serotonin
6184,serotonin transporter
6185,serotonin-
6186,serous cancers
6187,serous chorioretinopathy
6188,serous chorioretinopathy increases
6189,serous fallopian tube
6190,serous fallopian tube cancer
6191,serous retinal detachment
6192,severe RSV infection
6193,severe diseases
6194,sexual abuse
6195,sexual behaviors
6196,sexual dysfunction
6197,sexual impulsivity
6198,sexual partnerships
6199,sexually transmitted disease
6200,sexually transmitted infections
6201,ship
6202,shock
6203,sialadenitis
6204,sialolithiasis
6205,sicca syndrome
6206,sickness or injury
6207,signal transducer and activator of transcription 3
6208,silymarin
6209,simple congenital heart disease
6210,simvastatin
6211,sinusitis
6212,sirolimus
6213,sitagliptin
6214,situ carcinoma
6215,skin and gastrointestinal
6216,skin cancer
6217,skin cancers
6218,skin detachment
6219,skin disease
6220,skin diseases
6221,skin disorder
6222,skin disorders
6223,skin infection
6224,skin infestation
6225,skin lesions
6226,skp2
6227,skull fracture
6228,sleep apnea
6229,sleep apnea cohort
6230,sleep apnea syndrome
6231,sleep apnoea
6232,sleep deprivation
6233,sleep deprivation increased food intake
6234,sleep disorder
6235,sleep disorders
6236,sleep disorders and injury
6237,sleep disturbance
6238,sleep disturbance and sleep apnea
6239,sleep disturbance or sleep apnea
6240,sleep disturbances
6241,sleep disturbances of HIV-infected
6242,sleep disturbances than cancer
6243,sleep fragmentation
6244,sleep paralysis
6245,sleep-disordered breathing
6246,small-bowel bacterial overgrowth
6247,social cognitive theory
6248,social learning
6249,social participation
6250,sodium
6251,sodium-glucose cotransporter-2
6252,sofosbuvir
6253,solid malignancies
6254,solid tumors
6255,solifenacin
6256,somatoform disorder
6257,somatostatin
6258,sorafenib
6259,spinal cord
6260,spinal cord injuries
6261,spinal cord injury
6262,spinal curvature disorders
6263,spinal curvature disorders and injury
6264,spinal degenerative joint disease
6265,spinal degenerative joint diseases
6266,spinal disorders
6267,spinal trauma
6268,spine degeneration
6269,spine disorder
6270,spine disorders
6271,spironolactone
6272,spleen injury
6273,splenic haemangiosarcoma
6274,splenic injuries
6275,splenic injury
6276,spondylosis
6277,spondylosis and depression
6278,spondylosis with obstructive sleep apnea
6279,squamous cell carcinoma
6280,squamous cell carcinoma of head and neck cancer
6281,squamous cell type NSCLC
6282,stage IA endometrial cancer
6283,stage II liver cancer
6284,stage IV disease
6285,stage lung cancer
6286,statin
6287,statins
6288,status migrainosus
6289,steroid
6290,steroids
6291,stomach cancer
6292,stomach cancers
6293,stomachache
6294,stomatitis
6295,stone disease
6296,streptococcal infection
6297,stress
6298,stress incontinence
6299,stress symptoms
6300,stress urinary incontinence
6301,stroke
6302,stroke cognitive impairment
6303,stroke dementia
6304,stroke depression
6305,stroke dysphagia
6306,stroke epilepsy
6307,stroke gastrointestinal bleeding
6308,stroke hemiparesis
6309,stroke hypometabolic
6310,stroke in bipolar disorder
6311,stroke in schizophrenia
6312,stroke in type 2 diabetes
6313,stroke non-dementia
6314,stroke pneumonia
6315,stroke type
6316,stroke urinary tract infection
6317,stroke-free
6318,stroke-ischemic stroke
6319,strokes
6320,strokes and myocardial infarction
6321,stroma
6322,subarachnoid hemorrhage
6323,"subgroup, a"
6324,substance abuse
6325,subtotal
6326,subtotal abdominal hysterectomies
6327,sudden arrhythmia death syndrome
6328,sudden cardiac arrest
6329,sudden cardiac death
6330,sudden deafness
6331,sudden death
6332,sudden hearing loss
6333,sudden sensorineural hearing loss
6334,sugar
6335,sulfasalazine
6336,sulfate
6337,sulfonamide
6338,sulfonamides
6339,sulfonylurea
6340,sulfonylureas
6341,sulfur
6342,sulfur dioxide
6343,sulphonylureas
6344,sulpiride
6345,sunitinib
6346,supraventricular tachycardia
6347,swelling of the ear canal
6348,swine
6349,synchronous
6350,synchronous colon cancer
6351,syringomyelia
6352,system anomalies
6353,system cancers
6354,system diseases
6355,systemic allergic reaction
6356,systemic autoimmune disease
6357,systemic autoimmune diseases
6358,systemic autoimmune disorder
6359,systemic diabetes
6360,systemic disease
6361,systemic diseases
6362,systemic embolism
6363,systemic fungal infection
6364,systemic infection
6365,systemic inflammation
6366,systemic inflammatory disorder
6367,systemic lupus erythematosus
6368,systemic lupus erythematosus cohort
6369,systemic lupus erythematous
6370,systemic rheumatic diseases
6371,systemic sclerosis
6372,systemic thromboembolism
6373,systemic vascular diseases
6374,systemic vasculitis
6375,systemic vasculopathy
6376,tSCI
6377,tachyarrhythmia
6378,tachypnea
6379,tachypnea of the newborn
6380,tacrolimus
6381,talc
6382,talc powder
6383,tamoxifen
6384,tamsulosin
6385,tap
6386,taxane
6387,taxanes
6388,telbivudine
6389,telmisartan
6390,temozolomide
6391,temporomandibular disorder
6392,temporomandibular disorders
6393,tenderness
6394,tendinopathies
6395,tendinopathy
6396,tendons rupture
6397,tenofovir
6398,tenosynovitis
6399,tenosynovitis in prostate cancer
6400,tenoxicam
6401,tension glaucoma
6402,tension-type headache
6403,tension-type headaches
6404,terbinafine
6405,teriparatide
6406,terminal cancer
6407,terminal illness
6408,terminal pancreatic cancer
6409,test-1
6410,testicular dysfunction
6411,testitis or epididymitis
6412,testosterone
6413,tetA
6414,tetanus
6415,tetanus boosters
6416,tetracycline
6417,tetracyclines
6418,tetrodotoxin
6419,thalassemia
6420,thalassemia minor
6421,thapsigargin
6422,theophylline
6423,thiazide
6424,thiazides
6425,thiazolidinedione
6426,thiazolidinediones
6427,thienopyridines
6428,thioridazine
6429,thoracic empyema
6430,thromboangiitis obliterans
6431,thromboangitis obliterans
6432,thrombocytopenia
6433,thrombocytopenic purpura
6434,thromboembolic
6435,thromboembolic vascular disease
6436,thromboembolism
6437,thrombosis
6438,ths
6439,thyroid cancer
6440,thyroid cancers
6441,thyroid disease
6442,thyroid diseases
6443,thyroid disorder
6444,thyroid disorders
6445,thyroid dysfunction
6446,thyroid dysfunctions
6447,thyroid-cancer
6448,thyroiditis
6449,thyrotoxic AF
6450,thyrotoxic AF and nonthyrotoxic AF
6451,thyrotoxic atrial fibrillation
6452,thyrotoxicosis
6453,thyrotoxicosis and hypothyroidism
6454,thyroxin
6455,thyroxine
6456,tic
6457,tic disorder
6458,tic disorders
6459,ticagrelor
6460,ticlopidine
6461,timeliness of tuberculosis
6462,tinnitus
6463,tinnitus cohort
6464,tinnitus condition
6465,tinnitus had benign brain tumor
6466,tinnitus in the TMJ disorder
6467,tipranavir
6468,titanium oxide
6469,to 7
6470,to 9
6471,tobacco
6472,tocilizumab
6473,tofacitinib
6474,tolterodine
6475,tonsillitis
6476,tooth abscess
6477,tooth eruption
6478,tooth loss
6479,topiramate
6480,total fractures
6481,toxic nodular goiter
6482,toxicity
6483,toxicity of the central nervous system
6484,toxicity to the cardiovascular system
6485,tracheal cancers
6486,traffic injury
6487,tramadol
6488,tranexamic acid
6489,transferrin
6490,transforming growth factor-beta
6491,transfusion-naive thalassemia
6492,transgenic mice
6493,trastuzumab
6494,trauma
6495,trauma systems
6496,trauma victims
6497,traumatic
6498,traumatic ICH
6499,traumatic Stress Disorder
6500,traumatic TAI
6501,traumatic and non-traumatic
6502,traumatic and non-traumatic ED visits
6503,traumatic brain
6504,traumatic brain injuries
6505,traumatic brain injury
6506,traumatic cardiac arrest
6507,traumatic comorbidities
6508,traumatic conditions
6509,traumatic dental injuries
6510,traumatic endocrine dysfunction
6511,traumatic endocrinopathies
6512,traumatic fractures
6513,traumatic head injury
6514,traumatic injuries
6515,traumatic injury
6516,traumatic intracerebral hemorrhage
6517,traumatic knee injury
6518,traumatic lung injury
6519,traumatic pituitary dysfunction
6520,traumatic reasons
6521,traumatic renal injury
6522,traumatic spinal cord injury
6523,traumatic stress disorder
6524,traumatic thoracic aortic injury
6525,trazodone
6526,treating the nosocomial infections
6527,tremor
6528,triamcinolone
6529,triazolam
6530,tribbles pseudokinase 1
6531,trichomoniasis
6532,trichomoniasis and depression
6533,trichomoniasis or depression
6534,trichomoniasis.Depressive disorder
6535,trientine
6536,trigeminal neuralgia
6537,triglyceride
6538,triglycerides
6539,trimethoprim
6540,triterpenes
6541,tropanes
6542,troublesome disorders
6543,tubal cancer
6544,tubal occlusion
6545,tuberculosis
6546,tuberculosis (TB) disease
6547,tuberculosis (TB) infection
6548,tuberculosis and hepatitis C
6549,tuberculosis disease
6550,tuberculosis in oral cancer
6551,tuberculosis in schizophrenia
6552,tuberculosis infection
6553,tuberculous infection
6554,tumor
6555,tumor linked to infection
6556,tumor necrosis
6557,tumor necrosis factor
6558,tumor necrosis factor (TNF)-alpha
6559,tumor necrosis factor-alpha
6560,tumors
6561,tumour
6562,tumour necrosis factor
6563,tumours
6564,turning back
6565,type 1 collagen (CTX)
6566,type 1 diabetes
6567,type 1 diabetes and type 2 diabetes
6568,type 1 diabetes mellitus
6569,type 2 diabetes
6570,type 2 diabetes mellitus
6571,type II diabetes
6572,type II diabetes mellitus
6573,type of cancer
6574,type of cerebrovascular disease
6575,type of dementias
6576,type of injury
6577,type of mood disorder
6578,type of stroke
6579,tyrosine
6580,ulcer
6581,ulcer bleeding
6582,ulcer disease
6583,ulcer diseases
6584,ulcerative colitis
6585,ulcers
6586,ulcers/upper gastrointestinal bleeding
6587,unexplained fever
6588,unilateral inguinal hernia
6589,unilateral subtotal
6590,unilateral tinnitus
6591,unintentional injury and injury
6592,unipolar depression
6593,unipolar disorder
6594,unruptured IAs
6595,unspecified
6596,unstable angina
6597,upper GI cancer
6598,upper extremity fractures
6599,upper gastric cancer
6600,upper gastrointestinal (UGI) bleeding
6601,upper gastrointestinal bleeding
6602,upper gastrointestinal disease
6603,upper gastrointestinal endoscopy
6604,upper respiratory infection
6605,upper respiratory infections
6606,upper respiratory tract infection
6607,upper respiratory tract infections
6608,upper tract urothelial carcinoma
6609,upper urinary tract cancer
6610,upper urinary tract urothelial carcinoma
6611,upper-limb fracture
6612,uracil-tegafur
6613,uraemia
6614,uraemic pruritus
6615,urate
6616,urban Burkina Faso
6617,urban dwelling
6618,urea
6619,uremia
6620,urethral obstruction
6621,urethral trauma
6622,urethritis
6623,urethritis cohort
6624,urethroplasty
6625,uric acid
6626,urinary bladder (UB) cancer
6627,urinary bladder cancer
6628,urinary calculi
6629,urinary carcinogenic
6630,urinary incontinence
6631,urinary tract calculi
6632,urinary tract cancer
6633,urinary tract cancers
6634,urinary tract disease
6635,urinary tract dysfunction
6636,urinary tract infection
6637,urinary tract infections
6638,urinary tract syndrome
6639,urine retention
6640,urogenital infection
6641,urogenital infections
6642,urolithiasis
6643,urolithiasis and urinary tract cancer
6644,urolithiasis cohort
6645,urolithiasis decreased
6646,urologic cancer
6647,urologic cancers
6648,urologic disorder
6649,urological cancer
6650,urological cancers
6651,urothelial bladder cancer
6652,urothelial carcinoma
6653,ursodeoxycholic acid
6654,urticaria
6655,ustekinumab
6656,uterine myoma
6657,uveitis
6658,uveitis cohort
6659,uveitis development
6660,uveitis in hepatitis
6661,uveitis in hepatitis cohort
6662,uvulopalatopharyngoplasty
6663,vPDT
6664,valproate
6665,valproic acid
6666,valsartan
6667,valvular heart disease
6668,vancomycin
6669,varenicline
6670,varicella zoster virus
6671,varicella-zoster virus
6672,varicella-zoster virus infection
6673,vascular access dysfunction
6674,vascular access failure
6675,vascular access patency
6676,vascular access thrombosis
6677,vascular atherosclerosis and aneurysmal arteriopathy
6678,vascular complications
6679,vascular dementia
6680,vascular dementia and degenerative dementia
6681,vascular disease
6682,vascular diseases
6683,vascular dysfunction
6684,vascular ear disorders
6685,vascular endothelial growth factor
6686,vascular injury
6687,vasculature diseases
6688,vasculitis
6689,vasculopathy
6690,vasculopathy and opportunistic infections
6691,vehicle accident injury
6692,venlafaxine
6693,venous and lymphatic disorders
6694,venous thromboembolic
6695,venous thromboembolism
6696,ventricular arrhythmia
6697,ventricular arrhythmias
6698,ventricular fibrillation
6699,ventricular fibrillation rhythm
6700,ventricular septal defect
6701,ventricular tachyarrhythmia
6702,ventricular tachycardia
6703,ventricular tachycardia and fibrillation
6704,ventricular tachycardia-free
6705,verapamil
6706,vertebra fractures
6707,vertebral
6708,vertebral compression fracture
6709,vertebral compression fractures
6710,vertebral fracture
6711,vertebral fractures
6712,vertebrate fracture
6713,vertebrate fractures
6714,vertebrobasilar insufficiency
6715,vertebroplasty
6716,vertebroplasty or kyphoplasty
6717,verteporfin
6718,vertigo
6719,vertigo disorder
6720,vessel injury
6721,vestibular disorders
6722,vestibular neuritis
6723,vestibular schwannoma
6724,vildagliptin
6725,vinorelbine
6726,viral hepatitis
6727,viral hepatitis B
6728,viral hepatitis B infection
6729,viral hepatitis C
6730,viral hepatitis E
6731,viral hepatitis and bipolar disorder
6732,viral hepatitis infection
6733,viral infection
6734,viral infections
6735,viral respiratory tract infection
6736,viremia
6737,virus infection
6738,vision impairment
6739,vision loss
6740,visual acuity impairments
6741,visual decline
6742,visual deficits and attention disorders
6743,visual disability
6744,visual gain
6745,visual impairment
6746,visual impairment or blindness
6747,visual impairment or vision loss
6748,visual systems
6749,visually impaired
6750,vit-K
6751,vitamin B12
6752,vitamin D
6753,vitamin K
6754,vitamin-K
6755,vitiligo
6756,vitreous haemorrhage
6757,vitreous hemorrhage
6758,voice disorders
6759,voluntary participation
6760,voriconazole
6761,vulvovaginal candidiasis
6762,warfarin
6763,warfarin sodium
6764,water
6765,weakness
6766,weaknesses of mucopolysaccharidosis
6767,weight gain
6768,weight loss
6769,wellness
6770,wheezing
6771,white-coat
6772,woman
6773,women
6774,worded
6775,x-index
6776,xenograft tumor
6777,xerostomia
6778,yeast
6779,zalcitabine
6780,ziprasidone
6781,zoledronate
6782,zolpidem
6783,zonisamide
6784,zotepine
6785,zuclopentixol
